timestamp_utc,container,cpu_percent,memory_usage,memory_percent,net_io,block_io
2026-09-07T21:25:25.9336501Z,4c260e843873,45.12%,380.9MiB / 7.669GiB,4.85%,1.27MB / 971kB,167MB / 3.42MB
2026-09-07T21:25:38.7124495Z,711b53ad6caf,1.76%,17.52MiB / 7.669GiB,0.22%,132kB / 504kB,0B / 0B
2026-09-07T21:25:38.7124495Z,f0ca9beaee79,6.93%,589.2MiB / 7.669GiB,7.50%,23.3MB / 1.97MB,20.4MB / 44.5MB
2026-09-07T21:25:38.7124495Z,7015ccbd4117,0.19%,61.24MiB / 7.669GiB,0.78%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:25:38.7124495Z,780cf24df99c,13.17%,573.3MiB / 7.669GiB,7.30%,22.6MB / 22.4MB,148MB / 66.3MB
2026-09-07T21:25:38.7124495Z,d6e0c9f9bb0e,1.37%,80.32MiB / 7.669GiB,1.02%,314kB / 54kB,69.7MB / 61.3MB
2026-09-07T21:25:38.7124495Z,4c260e843873,7.09%,362.7MiB / 7.669GiB,4.62%,1.45MB / 1.09MB,167MB / 3.53MB
2026-09-07T21:25:51.9584001Z,711b53ad6caf,1.84%,17.49MiB / 7.669GiB,0.22%,151kB / 577kB,0B / 0B
2026-09-07T21:25:51.9584001Z,f0ca9beaee79,4.44%,595MiB / 7.669GiB,7.58%,23.4MB / 2.13MB,20.4MB / 44.5MB
2026-09-07T21:25:51.9584001Z,7015ccbd4117,0.16%,61MiB / 7.669GiB,0.78%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:25:51.9584001Z,780cf24df99c,1.39%,577.6MiB / 7.669GiB,7.36%,22.6MB / 22.4MB,148MB / 66.3MB
2026-09-07T21:25:51.9584001Z,d6e0c9f9bb0e,3.70%,80.48MiB / 7.669GiB,1.02%,354kB / 58kB,69.7MB / 61.7MB
2026-09-07T21:25:51.9584001Z,4c260e843873,198.05%,427.8MiB / 7.669GiB,5.45%,1.63MB / 1.21MB,167MB / 3.78MB
2026-09-07T21:26:04.9991779Z,711b53ad6caf,1.61%,17.35MiB / 7.669GiB,0.22%,169kB / 649kB,0B / 0B
2026-09-07T21:26:04.9991779Z,f0ca9beaee79,6.19%,601MiB / 7.669GiB,7.65%,23.5MB / 2.33MB,20.4MB / 44.5MB
2026-09-07T21:26:04.9991779Z,7015ccbd4117,0.10%,61.04MiB / 7.669GiB,0.78%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:26:04.9991779Z,780cf24df99c,2.35%,578.7MiB / 7.669GiB,7.37%,22.6MB / 22.4MB,148MB / 66.3MB
2026-09-07T21:26:04.9991779Z,d6e0c9f9bb0e,0.44%,80.87MiB / 7.669GiB,1.03%,399kB / 66.6kB,69.7MB / 62.1MB
2026-09-07T21:26:04.9991779Z,4c260e843873,7.22%,364.4MiB / 7.669GiB,4.64%,1.82MB / 1.34MB,167MB / 4.15MB
2026-09-07T21:26:17.9969824Z,711b53ad6caf,2.35%,17.32MiB / 7.669GiB,0.22%,185kB / 715kB,0B / 0B
2026-09-07T21:26:17.9969824Z,f0ca9beaee79,4.60%,599.3MiB / 7.669GiB,7.63%,23.6MB / 2.58MB,20.4MB / 44.5MB
2026-09-07T21:26:17.9969824Z,7015ccbd4117,0.15%,55.64MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:26:17.9969824Z,780cf24df99c,1.46%,573.5MiB / 7.669GiB,7.30%,22.7MB / 22.4MB,148MB / 66.4MB
2026-09-07T21:26:17.9969824Z,d6e0c9f9bb0e,0.88%,80.51MiB / 7.669GiB,1.03%,439kB / 72.8kB,69.7MB / 62.7MB
2026-09-07T21:26:17.9969824Z,4c260e843873,5.96%,369.8MiB / 7.669GiB,4.71%,2.01MB / 1.47MB,167MB / 4.45MB
2026-09-07T21:26:30.7807918Z,711b53ad6caf,1.71%,17.81MiB / 7.669GiB,0.23%,204kB / 791kB,0B / 0B
2026-09-07T21:26:30.7807918Z,f0ca9beaee79,4.91%,597.7MiB / 7.669GiB,7.61%,23.8MB / 2.76MB,20.4MB / 44.5MB
2026-09-07T21:26:30.7807918Z,7015ccbd4117,0.08%,55.75MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:26:30.7807918Z,780cf24df99c,1.21%,573.5MiB / 7.669GiB,7.30%,22.7MB / 22.4MB,148MB / 66.4MB
2026-09-07T21:26:30.7807918Z,d6e0c9f9bb0e,0.67%,81.01MiB / 7.669GiB,1.03%,487kB / 80.3kB,69.7MB / 63.4MB
2026-09-07T21:26:30.7807918Z,4c260e843873,4.33%,386.4MiB / 7.669GiB,4.92%,2.22MB / 1.61MB,167MB / 4.76MB
2026-09-07T21:26:43.5276521Z,711b53ad6caf,1.75%,17.57MiB / 7.669GiB,0.22%,222kB / 862kB,0B / 0B
2026-09-07T21:26:43.5276521Z,f0ca9beaee79,9.33%,605.5MiB / 7.669GiB,7.71%,23.9MB / 3.02MB,20.4MB / 44.5MB
2026-09-07T21:26:43.5276521Z,7015ccbd4117,0.72%,56.13MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:26:43.5276521Z,780cf24df99c,2.08%,589.2MiB / 7.669GiB,7.50%,22.8MB / 22.4MB,148MB / 66.4MB
2026-09-07T21:26:43.5276521Z,d6e0c9f9bb0e,2.30%,81MiB / 7.669GiB,1.03%,525kB / 86.2kB,69.7MB / 63.8MB
2026-09-07T21:26:43.5276521Z,4c260e843873,4.59%,383.2MiB / 7.669GiB,4.88%,2.41MB / 1.74MB,167MB / 5.01MB
2026-09-07T21:26:56.3422822Z,711b53ad6caf,1.34%,17.81MiB / 7.669GiB,0.23%,239kB / 933kB,0B / 0B
2026-09-07T21:26:56.3422822Z,f0ca9beaee79,3.38%,607.5MiB / 7.669GiB,7.74%,24MB / 3.2MB,20.4MB / 44.5MB
2026-09-07T21:26:56.3422822Z,7015ccbd4117,0.82%,56.56MiB / 7.669GiB,0.72%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:26:56.3422822Z,780cf24df99c,1.08%,588.9MiB / 7.669GiB,7.50%,22.9MB / 22.4MB,148MB / 66.4MB
2026-09-07T21:26:56.3422822Z,d6e0c9f9bb0e,0.73%,80.62MiB / 7.669GiB,1.03%,570kB / 92.8kB,69.7MB / 64.9MB
2026-09-07T21:26:56.3422822Z,4c260e843873,3.29%,393MiB / 7.669GiB,5.00%,2.59MB / 1.86MB,167MB / 5.43MB
2026-09-07T21:27:09.0910515Z,711b53ad6caf,2.05%,17.54MiB / 7.669GiB,0.22%,256kB / 998kB,0B / 0B
2026-09-07T21:27:09.0910515Z,f0ca9beaee79,37.40%,638.8MiB / 7.669GiB,8.13%,24.2MB / 3.46MB,20.4MB / 44.5MB
2026-09-07T21:27:09.0910515Z,7015ccbd4117,0.05%,55.51MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:27:09.0910515Z,780cf24df99c,11.13%,589MiB / 7.669GiB,7.50%,23MB / 22.4MB,148MB / 66.5MB
2026-09-07T21:27:09.0910515Z,d6e0c9f9bb0e,1.94%,80.95MiB / 7.669GiB,1.03%,609kB / 98.8kB,69.7MB / 66.3MB
2026-09-07T21:27:09.0910515Z,4c260e843873,3.65%,399.2MiB / 7.669GiB,5.08%,2.79MB / 2MB,167MB / 5.63MB
2026-09-07T21:27:21.8303109Z,711b53ad6caf,1.71%,17.08MiB / 7.669GiB,0.22%,273kB / 1.07MB,0B / 0B
2026-09-07T21:27:21.8303109Z,f0ca9beaee79,4.71%,640.4MiB / 7.669GiB,8.15%,24.3MB / 3.64MB,20.4MB / 44.5MB
2026-09-07T21:27:21.8303109Z,7015ccbd4117,0.09%,56.17MiB / 7.669GiB,0.72%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:27:21.8303109Z,780cf24df99c,1.16%,596.9MiB / 7.669GiB,7.60%,23MB / 22.4MB,148MB / 66.5MB
2026-09-07T21:27:21.8303109Z,d6e0c9f9bb0e,0.60%,81.83MiB / 7.669GiB,1.04%,658kB / 106kB,69.7MB / 84.9MB
2026-09-07T21:27:21.8303109Z,4c260e843873,4.22%,407.6MiB / 7.669GiB,5.19%,2.98MB / 2.12MB,167MB / 5.79MB
2026-09-07T21:27:34.6093534Z,711b53ad6caf,1.55%,17.09MiB / 7.669GiB,0.22%,292kB / 1.14MB,0B / 0B
2026-09-07T21:27:34.6093534Z,f0ca9beaee79,6.11%,630MiB / 7.669GiB,8.02%,24.4MB / 3.81MB,20.4MB / 44.5MB
2026-09-07T21:27:34.6093534Z,7015ccbd4117,0.06%,55.15MiB / 7.669GiB,0.70%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:27:34.6093534Z,780cf24df99c,0.92%,599.6MiB / 7.669GiB,7.64%,23MB / 22.5MB,148MB / 66.5MB
2026-09-07T21:27:34.6093534Z,d6e0c9f9bb0e,1.71%,81.79MiB / 7.669GiB,1.04%,700kB / 113kB,69.7MB / 85.3MB
2026-09-07T21:27:34.6093534Z,4c260e843873,3.31%,415.9MiB / 7.669GiB,5.30%,3.17MB / 2.25MB,167MB / 6.18MB
2026-09-07T21:27:47.3397721Z,711b53ad6caf,1.23%,17.09MiB / 7.669GiB,0.22%,310kB / 1.21MB,0B / 0B
2026-09-07T21:27:47.3397721Z,f0ca9beaee79,18.46%,659.5MiB / 7.669GiB,8.40%,24.5MB / 4.07MB,20.4MB / 44.6MB
2026-09-07T21:27:47.3397721Z,7015ccbd4117,0.82%,55.81MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:27:47.3397721Z,780cf24df99c,0.88%,600.4MiB / 7.669GiB,7.65%,23.1MB / 22.5MB,148MB / 66.6MB
2026-09-07T21:27:47.3397721Z,d6e0c9f9bb0e,1.27%,81.8MiB / 7.669GiB,1.04%,742kB / 120kB,69.7MB / 85.8MB
2026-09-07T21:27:47.3397721Z,4c260e843873,3.27%,426.1MiB / 7.669GiB,5.43%,3.35MB / 2.37MB,167MB / 6.41MB
2026-09-07T21:28:00.1364121Z,711b53ad6caf,1.19%,17.57MiB / 7.669GiB,0.22%,326kB / 1.28MB,0B / 0B
2026-09-07T21:28:00.1364121Z,f0ca9beaee79,2.55%,663.8MiB / 7.669GiB,8.45%,24.7MB / 4.25MB,20.4MB / 44.6MB
2026-09-07T21:28:00.1364121Z,7015ccbd4117,0.06%,55.8MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:28:00.1364121Z,780cf24df99c,0.92%,600.1MiB / 7.669GiB,7.64%,23.1MB / 22.5MB,148MB / 66.6MB
2026-09-07T21:28:00.1364121Z,d6e0c9f9bb0e,0.64%,82.39MiB / 7.669GiB,1.05%,785kB / 126kB,69.7MB / 86.3MB
2026-09-07T21:28:00.1364121Z,4c260e843873,165.69%,486.9MiB / 7.669GiB,6.20%,3.55MB / 2.51MB,167MB / 6.73MB
2026-09-07T21:28:12.8303343Z,711b53ad6caf,1.25%,17.55MiB / 7.669GiB,0.22%,344kB / 1.35MB,0B / 0B
2026-09-07T21:28:12.8303343Z,f0ca9beaee79,7.21%,660.3MiB / 7.669GiB,8.41%,24.8MB / 4.52MB,20.4MB / 44.6MB
2026-09-07T21:28:12.8303343Z,7015ccbd4117,2.46%,55.92MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:28:12.8303343Z,780cf24df99c,0.85%,593.5MiB / 7.669GiB,7.56%,23.2MB / 22.5MB,148MB / 66.6MB
2026-09-07T21:28:12.8303343Z,d6e0c9f9bb0e,0.47%,82.13MiB / 7.669GiB,1.05%,828kB / 133kB,69.7MB / 86.7MB
2026-09-07T21:28:12.8303343Z,4c260e843873,2.75%,442.6MiB / 7.669GiB,5.64%,3.75MB / 2.65MB,167MB / 7.13MB
2026-09-07T21:28:26.0278639Z,711b53ad6caf,1.27%,18MiB / 7.669GiB,0.23%,362kB / 1.42MB,0B / 0B
2026-09-07T21:28:26.0278639Z,f0ca9beaee79,3.34%,670.1MiB / 7.669GiB,8.53%,24.9MB / 4.7MB,20.4MB / 44.6MB
2026-09-07T21:28:26.0278639Z,7015ccbd4117,0.04%,55.15MiB / 7.669GiB,0.70%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:28:26.0278639Z,780cf24df99c,1.13%,594.7MiB / 7.669GiB,7.57%,23.2MB / 22.5MB,148MB / 66.6MB
2026-09-07T21:28:26.0278639Z,d6e0c9f9bb0e,1.82%,82.25MiB / 7.669GiB,1.05%,866kB / 140kB,69.7MB / 87.1MB
2026-09-07T21:28:26.0278639Z,4c260e843873,26.79%,456.2MiB / 7.669GiB,5.81%,3.94MB / 2.77MB,167MB / 7.41MB
2026-09-07T21:28:38.7110630Z,711b53ad6caf,1.84%,18.02MiB / 7.669GiB,0.23%,381kB / 1.5MB,0B / 0B
2026-09-07T21:28:38.7110630Z,f0ca9beaee79,5.45%,675.3MiB / 7.669GiB,8.60%,25.1MB / 4.96MB,20.4MB / 44.6MB
2026-09-07T21:28:38.7110630Z,7015ccbd4117,0.17%,55.45MiB / 7.669GiB,0.71%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:28:38.7110630Z,780cf24df99c,1.73%,614.1MiB / 7.669GiB,7.82%,23.3MB / 22.5MB,148MB / 66.7MB
2026-09-07T21:28:38.7110630Z,d6e0c9f9bb0e,1.01%,82.98MiB / 7.669GiB,1.06%,908kB / 147kB,69.7MB / 87.6MB
2026-09-07T21:28:38.7110630Z,4c260e843873,12.13%,448.4MiB / 7.669GiB,5.71%,4.13MB / 2.9MB,167MB / 7.57MB
2026-09-07T21:28:51.4711998Z,711b53ad6caf,1.25%,17.76MiB / 7.669GiB,0.23%,399kB / 1.57MB,0B / 0B
2026-09-07T21:28:51.4711998Z,f0ca9beaee79,2.59%,681.4MiB / 7.669GiB,8.68%,25.2MB / 5.14MB,20.4MB / 44.6MB
2026-09-07T21:28:51.4711998Z,7015ccbd4117,0.07%,55.19MiB / 7.669GiB,0.70%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:28:51.4711998Z,780cf24df99c,0.89%,604.5MiB / 7.669GiB,7.70%,23.3MB / 22.5MB,148MB / 66.7MB
2026-09-07T21:28:51.4711998Z,d6e0c9f9bb0e,0.55%,82.61MiB / 7.669GiB,1.05%,958kB / 155kB,69.7MB / 88MB
2026-09-07T21:28:51.4711998Z,4c260e843873,2.38%,443.7MiB / 7.669GiB,5.65%,4.3MB / 3.02MB,167MB / 7.78MB
2026-09-07T21:29:04.7306439Z,711b53ad6caf,1.27%,17.28MiB / 7.669GiB,0.22%,416kB / 1.64MB,0B / 0B
2026-09-07T21:29:04.7306439Z,f0ca9beaee79,2.49%,688MiB / 7.669GiB,8.76%,25.3MB / 5.32MB,20.4MB / 44.6MB
2026-09-07T21:29:04.7306439Z,7015ccbd4117,0.04%,56.4MiB / 7.669GiB,0.72%,26.5kB / 6.38kB,194MB / 23.5MB
2026-09-07T21:29:04.7306439Z,780cf24df99c,0.86%,600.6MiB / 7.669GiB,7.65%,23.4MB / 22.5MB,148MB / 66.7MB
2026-09-07T21:29:04.7306439Z,d6e0c9f9bb0e,0.54%,81.93MiB / 7.669GiB,1.04%,998kB / 161kB,69.7MB / 88.4MB
2026-09-07T21:29:04.7306439Z,4c260e843873,2.73%,444.1MiB / 7.669GiB,5.66%,4.49MB / 3.15MB,167MB / 8.23MB
2026-09-07T21:29:17.4795466Z,f0ca9beaee79,1.67%,696.1MiB / 7.669GiB,8.86%,25.4MB / 5.47MB,20.4MB / 44.6MB
